Card#,Title,Artist,Year,URL,Hashed Info,Youtube-Title,ISRC
231,Everlong,Foo Fighters,1997,https://www.youtube.com/watch?v=eBG7P-K-r1Y,34f0653b1f7a7691611b2e57fcecb57056e52ebd23151b11028378fd602adfe3,Foo Fighters - Everlong (Official HD Video),USRW29600011
232,Tanzt du noch einmal mit mir?,Broilers,2011,https://www.youtube.com/watch?v=tMt5hl14yXs,b134198887627499ebcda94fb3eb690df9f531b030387331d4a81841ff8e78a2,Broilers - »Tanzt du noch einmal mit mir?« (Outback Session),GBDHC1122904
233,Run To You,Bryan Adams,1984,https://www.youtube.com/watch?v=nCBASt507WA,62c7b65d21c48e41bc05ccb663184cabb7c773182ca413fb3d967c2a1a4abdac,Bryan Adams - Run To You,USAM18490003
234,I Hate Everything About You,Three Days Grace,2003,https://www.youtube.com/watch?v=d8ekz_CSBVg,4808c94705179e783f06a24f3f13c3fdf37646baa673b8cdd0adeb952a6772d6,Three Days Grace - I Hate Everything About You (Official Video),USJI10300075
235,Separate Ways,Journey,1983,https://www.youtube.com/watch?v=LatorN4P9aA,3f01af057a35de0650b512686da121989e9a518df6af745500bc2197e2846036,Journey - Separate Ways (Worlds Apart) (Official HD Video - 1983),ITG270800246
236,Still into You,Paramore,2013,https://www.youtube.com/watch?v=S4o7vRDs3XE,7f0bd725f5ade64e411c821238129c6573413e05ed5410759e0319d1462e95be,Paramore - Still Into You (Official Music Video),USAT21300012
237,Sharp Dressed Man,ZZ Top,1983,https://www.youtube.com/watch?v=7wRHBLwpASw,a2cc2c0c453fab912c8e6a684648bec69f4a0a92c6fa9c8e7e44dae496a60f92,ZZ Top - Sharp Dressed Man (Official Music Video) [HD Remaster],USWB10901928
238,Barracuda,Heart,1977,https://www.youtube.com/watch?v=VdOkQ6THDVw,1e3124eab4cad25522e92c3e46d64c3ce71fa9f6cd7300d2b7153433ed0493bb,Heart - Barracuda (Audio),USSM10009075
239,Last Resort,Papa Roach,2000,https://www.youtube.com/watch?v=j0lSpNtjPM8,6c2f70c6a5a50b9341132f783df4a21e04a621668d743345feb4958d628bd136,Papa Roach - Last Resort (Squeaky Clean Version) (Official Music Video),USDW10021712
240,Born To Be Wild,Steppenwolf,1968,https://www.youtube.com/watch?v=J7A1pauduXU,f5d8a9fd691a9935f3962e33fc9b323035150caab4022ce021f22a99af4339ff,Steppenwolf - Born To Be Wild  (Official Music Video),USMC16846563
241,Buddy Holly,Weezer,1994,https://www.youtube.com/watch?v=SiJie3Z7DG8,0579f02c6d0342e448e4121cf1b25267cfca4f15debf2c0be54b8a0f0cbe464e,Weezer - Buddy Holly (2024 Remaster),USGF19562907
242,Your Betrayal,Bullet For My Valentine,2010,https://www.youtube.com/watch?v=IHgFJEJgUrg,cab365f10cb774d4e45d0efee2abc0043eb08df111c38ae026d1fcfd94d1121f,Bullet For My Valentine - Your Betrayal (Official Video),USJI11000030
243,She Sells Sanctuary,The Cult,1985,https://www.youtube.com/watch?v=tGGriaLbna0,47a482a74ac8b0e0ae3c2f147bef4633747309af24a197a4203436dd145b2a68,The Cult - She Sells Sanctuary HD/HQ,GBAZP9700076
244,Coming Undone,Korn,2005,https://www.youtube.com/watch?v=CSJXle3LP_Q,2e7313b7027b1b6e38968b42854309e515cf5804349f2d66514f56389f504e78,Korn - Coming Undone,USVI20500588
245,Jailhouse Rock,Elvis Presley,1957,https://www.youtube.com/watch?v=PpsUOOfb-vE,02242b58761eecaa7e201aefe62d48e2dd19cd3c0dae307f2ae401ec30cfb58a,Elvis Presley - Jailhouse Rock (Official Audio),USRC15705223
246,Break,Three Days Grace,2009,https://www.youtube.com/watch?v=_4VCpTZye10,60e8bb67d1ebda7e2ca3af5d44aad753ecef85f1da80b8706e202ddf9203c754,Three Days Grace - Break (Official Video),USJI10900480
247,Riptide,Beartooth,2023,https://www.youtube.com/watch?v=Zv3t0Fvgvik,e4ee8fb0f61da8b0cfd372cde7533c593f50c59a4304b906d260be9c70a2061a,Beartooth - Riptide (Official Music Video),USP6L2201114
248,Hey Joe,Jimi Hendrix,1966,https://www.youtube.com/watch?v=rXwMrBb2x1Q,f0adf49d8db470271ee584ca984962639a18bacbe8d422b79b7a5cd7ad51cb66,The Jimi Hendrix Experience - Hey Joe (Official Audio),USQX90900767
249,The Anthem,Good Charlotte,2002,https://www.youtube.com/watch?v=desJKYvdq9A,be7fafbe229f7ada4601d174fc9c09771c6908bacc3e3cb794bbd82514df125d,Good Charlotte - The Anthem (Official Video),USSM10209827
250,Entre dos tierras,Heroes Del Silencio,1990,https://www.youtube.com/watch?v=1H8wSL8x9bA,d5c9b52cf5d20403fd6a6c7c9b765baed916a2b6d47baedc16b79c5947647d4f,"Heroes Del Silencio ""Entre dos tierras"" (La2 - 1990)",ES5089000064
251,1985,Bowling For Soup,2004,https://www.youtube.com/watch?v=K38xNqZvBJI,4e267bfc901881c78e7f65bf3ea1c9c7c50f5c6a7496be97f19ca639767c5f6d,Bowling For Soup - 1985,USJI10400613
252,Mother,Danzig,1988,https://www.youtube.com/watch?v=KGXGt_Rf2h4,8e0199bb0ababbda55505e9b718a3e08e6bb46ab316d31260b56707a060babc8,Danzig   Mother,USSM18800169
253,Dark Matter,Pearl Jam,2024,https://www.youtube.com/watch?v=6Fx8LprPMIU,891dd5c881cf52a164eb73fc1513479a2bcd620d34ddab9944bd3504e7a22d21,Pearl Jam - Dark Matter (Official Visualizer),USUG12309749
254,Won’t Stand Down,Muse,2022,https://www.youtube.com/watch?v=d55ELY17CFM,d1e3253d219e98054f1c45f7ae7d0bc525d4a08c5235b8983c89273dd207b139,Muse - WON'T STAND DOWN (Official Video),GBAHT2102036
255,School's Out,Alice Cooper,1972,https://www.youtube.com/watch?v=2Oo8QzDHimQ,15390631e627a0123066d6ef90c5b4719573523ff16b138d143ceff7dc28bea5,Alice Cooper - School's Out (from Alice Cooper: Trashes The World),USWB19900782
256,My Own Summer (Shove It),Deftones,1997,https://www.youtube.com/watch?v=XOzs1FehYOA,1fe1fcc53348e0daaf13e3b724673c865688d4ca5716ec6047e4f42964b656b6,Deftones - My Own Summer (Official Music Video) [HD Remaster],USMV29700142
257,Trouble’s Coming,Royal Blood,2020,https://www.youtube.com/watch?v=uURsMKMloM8,a7c6bf3525ebfc5643842e7ae614c834ee3c1264c63e5278dc20c67503137515,Royal Blood - Trouble's Coming (Official Video),GBAHT2000193
258,Panama,Van Halen,1984,https://www.youtube.com/watch?v=fuKDBPw8wQA,48c2fcb7166713e522767fda352979facc1a8bb8d72b30ca9f78b3cc2682a937,Van Halen - Panama (Official Music Video),USWB18300002
259,All I Want,A Day To Remember,2010,https://www.youtube.com/watch?v=Pn-6eOxnEMI,c5547beae00e7d2853fe6bf6186b87e14e47ce63cc374e1a8642b99bf41f4859,A Day To Remember - All I Want,USVIC1060302
260,Walk This Way,Aerosmith,1975,https://www.youtube.com/watch?v=4c8O2n1Gfto,25233712509e00b4760af0e891642323fda4d412b27509692d7126b4730acc37,Aerosmith - Walk This Way (Audio),USSM19906481
261,Johnny B. Goode,Chuck Berry,1958,https://www.youtube.com/watch?v=Y-9Y4CCIWnM,20e6747d2c32126085ae2aab4de77393427258a51b4985fec9cdd21b0c605750,Johnny Be Goode,USMC15719963
262,Song 2,Blur,1997,https://www.youtube.com/watch?v=SSbBvKaM6sk,3f2b7ff3f51bb6b8f8385f661cc25567ed2a2e28bd7c61b5204aea9b463a4915,Blur - Song 2 (Official Music Video),GBAYE9600015
263,Stacy's Mom,Fountains Of Wayne,2003,https://www.youtube.com/watch?v=dZLfasMPOU4,fcfb0ab4bcf99fd2c6591bb9e43a3ad5d7625821ad1d4284ac1f1360436ded66,Fountains Of Wayne - Stacy's Mom (Official Music Video),USESC0300016
264,Rockstar,Nickelback,2005,https://www.youtube.com/watch?v=ta-v8foO8r0,def5dde293606305aa3b8a513db4afd3b977632da11942027eb0023d5d428b96,Nickelback ~ Rockstar ~ 2005 ~ Single Audio Video,NLA320581343
265,Raining Blood,Slayer,1986,https://www.youtube.com/watch?v=CkaE237oiwE,d47d69d5de9572fa116c871c0a7a34804b93a06e3f327f3091d192ad6e12cb8c,Raining Blood,USSM18600241
266,Monster,Skillet,2009,https://www.youtube.com/watch?v=1mjlM_RnsVE,e27d06f3be711eae189b9303c4a584790b2de0114bbb6e14e36c1e819d0223fb,Skillet - Monster (Official Video),USAT20901851
267,Dirty Little Secret,The All-American Rejects,2005,https://www.youtube.com/watch?v=gPDcwjJ8pLg,a05b18b919a8dde08264249b0116ec604b10cea7ff7607112a3a2bb43ada230a,The All-American Rejects - Dirty Little Secret (Official Music Video),USDW10500128
268,Just Pretend,Bad Omens,2022,https://www.youtube.com/watch?v=GLRFl26Q92s,7491504d444e8e73638daed95fc0ce7040dfda4ef35c33de2418b19d61ec9c60,BAD OMENS - Just Pretend (Official Music Video),USYFZ2264208
269,All Right Now,Free,1970,https://www.youtube.com/watch?v=5wiF6b4rxno,4c0663b2a8a093d878a5a5b9f7aa316e4a3bae766524a32963f7f00968aff00c,Free - All Right Now,GBAAN7000001
270,Baba O'Riley,The Who,1971,https://www.youtube.com/watch?v=QRTNm6GLJYI,bb073780f99735eabbafe7ee9877acf870d233144c52759b92d697379d813fc9,The Who - Baba O'Riley (Lyric Video),GBAKW7100001
271,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,2010,https://www.youtube.com/watch?v=4fZ4PyMQ9rU,11e3eef78fca72238308c44c318e63ec26d37b0c52a1472478f9df013ec3666a,Na Na Na (Na Na Na Na Na Na Na Na Na),USRE11000909
272,Rock You Like A Hurricane,Scorpions,1984,https://www.youtube.com/watch?v=6yP1tcy9a10,b3c005ba911fcd90d41451aea445f7bb36fbc31e3327494e5f02573d0fda66b9,Scorpions - Rock You Like A Hurricane (Official Music Video),DEC371300042
273,Cold as Ice,Foreigner,1977,https://www.youtube.com/watch?v=ySb1f9zWJkQ,1e900906d57139a3b6e250f42f7b8991a1d97408a2dd9412a09c6e27e3fb8bb4,Foreigner - Cold As Ice (Official Music Video),USAT29900657
274,Money - 2023 Remaster,Pink Floyd,1973,https://www.youtube.com/watch?v=-0kcet4aPpQ,2ce1fae22a6ed15cb037c32d8da9db66c43968c6e4f838ce953729fcf5a4380c,Pink Floyd - Money (Official Music Video),GBN9Y2200020
275,White Wedding,Billy Idol,1982,https://www.youtube.com/watch?v=AAZQaYKZMTI,82ade2fbca76e6d9aa377130ab913bf113f4bbe9c9fc4be844015fad5b643650,Billy Idol - White Wedding Pt 1,USNPD1227957
276,Renegade,Styx,1978,https://www.youtube.com/watch?v=E9eLz4DrwF8,9cdc93312149f09bd6562b0616d51424dd99abcafeacf3dc8515137dc0d8b0be,Renegade,USAM17800365
277,The Pretender,Foo Fighters,2007,https://www.youtube.com/watch?v=SBjQ9tuuTJQ,25ba943b380084f279718467613adb78d550cbd130672b944cdf871672648ffd,Foo Fighters - The Pretender,USRW30700007
278,Be Bop a Lula,Gene Vincent,1956,https://www.youtube.com/watch?v=lpitKOk5TSc,48e58455de1654e88fdb0c512487d63c7e92c923de8e2293117193148a9589ec,Be bop a lula,FR8V60700068
279,Roxanne,The Police,1978,https://www.youtube.com/watch?v=3T1c7GkzRQQ,99eef416ef59f412ad97cb401c1c879666472773c141754b00c7c07b8b712b42,The Police - Roxanne (Official Music Video),GBAAM0201086
280,Hold the Line,TOTO,1978,https://www.youtube.com/watch?v=htgr3pvBr-I,615489baf7efce7f3e9f5a0e07874a292b7880ff2ea7a785dc99107da070639b,Toto - Hold The Line (Official Video),USSM17800444
281,The Boys Are Back In Town,Thin Lizzy,1976,https://www.youtube.com/watch?v=wIE5wwvicew,6fc38fa038c7c948639b42530882638c20f7d9405bcb42ef1a1fac82b7c49199,Thin Lizzy - The Boys Are Back In Town (Official Lyric Video),GBF087600063
282,LosT,Bring Me The Horizon,2023,https://www.youtube.com/watch?v=L6tHMDaGgho,17c586b3bc789062863a055e9f0b425cc738b85b50a9cf631da6ca35ff56a3fa,Bring Me The Horizon - LosT (Lyric Video),GBARL2202050
283,CMFT Must Be Stopped (feat. Tech N9ne and Kid Bookie),Corey Taylor,2020,https://www.youtube.com/watch?v=BEPI69cx22E,ca28217c0158084c8000ed1bfdfb1627eb2159107971ce163491522af2f58e63,Corey Taylor - CMFT Must Be Stopped (feat. Tech N9ne & Kid Bookie) [OFFICIAL VIDEO],NLA322000271
284,(Don't Fear) The Reaper,Blue Öyster Cult,1976,https://www.youtube.com/watch?v=Dy4HA3vUv2c,f6b004c37de590e2b49c13fa1c5f99470b55c7f6010134ec78ccb5a4841bb9a5,Blue Oyster Cult - (Don't Fear) The Reaper (Official Audio),USSM17600477
285,The Vengeful One,Disturbed,2015,https://www.youtube.com/watch?v=8nW-IPrzM1g,1d0a40d4174ed9b4dcd30b85a808d6a7c05096cf7bcf252e0f17f751047b422f,Disturbed - The Vengeful One (Official Music Video) [4K UPGRADE],USRE11500172
286,Don't Stop Believin',Journey,1981,https://www.youtube.com/watch?v=VcjzHMhBtf0,4f6636254ce0cdda6b18ede1be78e87759ed9a19d5e9a34bd5542b29820c30ab,Journey - Don't Stop Believin' (Escape Tour 1981: Live In Houston),USSM18100116
287,Everybody Talks,Neon Trees,2011,https://www.youtube.com/watch?v=ulNS48wPZ4Q,94dd8e31ee434bb25fcbabd5b3c133d57f8329d42243802154744a141a090f44,Neon Trees - Everybody Talks (Lyrics) | It started with a whisper,USUM71119189
288,Just A Girl,No Doubt,1995,https://www.youtube.com/watch?v=PHzOOQfhPFg,f6e09b3f5afa2e81fc539e644a4064308eee3fdb43b1b2935821813c72739e8c,No Doubt - Just A Girl,USIR19500272
289,Tom Sawyer,Rush,1981,https://www.youtube.com/watch?v=Gztabfs5ngA,92c583e4c2e0aba0c21fbfaf9afad4ae4f994d4b3912c058ed9d7d11a2efb62f,Tom Sawyer - Rush (HD Remaster by Platinum Productions),USMR18180103
290,Planet Zero,Shinedown,2022,https://www.youtube.com/watch?v=IipnUpoW-58,af0ea83a177d5718860230ab14c24afe2bb2d0e7bea3bfc034f28cb731b3d65d,Shinedown - Planet Zero (Official Video),USAT22108481
291,If Tomorrow Never Comes,Wage War,2021,https://www.youtube.com/watch?v=qV_yJgqT2aY,3b3c10c5f42f0be6b51bff4efd4dd9186c6a2c7ab610fb5e269b1583a9bff0c2,11 Wage War - If Tomorrow Never Comes,US5262124230
292,Dark Side,Blind Channel,2021,https://www.youtube.com/watch?v=JXEK-fc3_BU,2a28c097a8d3270702e08e12bb2823e22add1767c4eeb2866fc7d693ea6738c3,Blind Channel - Dark Side (Lyric Video) // UMK21,FIRAN2100001
293,Absolute Zero,Stone Sour,2012,https://www.youtube.com/watch?v=j98jxCqh1IA,25117b395e7772a92513c397c8fa42daf31610fd2dbf5fe18dae5efa14df293e,Stone Sour - Absolute Zero (Germany 2012 Musicvideo - fan art),NLA321292440
294,Could Have Been Me,The Struts,2014,https://www.youtube.com/watch?v=ARhk9K_mviE,945bd8eebfc70e3f601edb0daa742421a63ec4b1514bfe1454f1ae90b26df6f9,The Struts - Could Have Been Me,GBUM71304611
295,White Rabbit,Jefferson Airplane,1967,https://www.youtube.com/watch?v=pnJM_jC7j_4,c0108513fe64ef177e18768f540986ea178898650e50b4a5406cd9ba6246a9b7,Jefferson Airplane - White Rabbit (Official Audio),USRC10301017
296,Nightmare,Avenged Sevenfold,2010,https://www.youtube.com/watch?v=EEGAeVEy5T4,2a5adfbb37ffb900594647ab54d67ceca6b96b4b5d6e7e5d401b071c5e3cb40e,Avenged Sevenfold - Nightmare (Live From Hollywood),USWB11001149
297,Bohemian Rhapsody,Queen,1975,https://www.youtube.com/watch?v=fJ9rUzIMcZQ,d0a3355898f0c40b637de792416161967e71d3c774fba2959df274808cffc0de,Queen – Bohemian Rhapsody (Official Video Remastered),GBUM71029604
298,Dancing With Myself,Billy Idol,1980,https://www.youtube.com/watch?v=FG1NrQYXjLU,b585d6804d26afc8546824471b4da5548bc12ceca7e849f49cc585cdba4635c0,Billy Idol - Dancing With Myself,USNPD1217889
299,Duality,Slipknot,2004,https://www.youtube.com/watch?v=L67svuppHcc,c32dbb8f91afe55b6df2a2481aa69bd10a31b9704fce1fee874a8f2e04b66220,"""Duality"" Slipknot 2004",NLA320420785
300,Bark at the Moon,Ozzy Osbourne,1983,https://www.youtube.com/watch?v=LplPi2CxNHI,6ec329b47bdb9375a1f449a03798074fe32035fc0ff791635992c25a0cf180f1,Ozzy Osbourne - Bark at the Moon (Official Music Video),USSM18300021
301,Bite Me,Avril Lavigne,2021,https://www.youtube.com/watch?v=ciqUEV9F0OY,22d7f33005cd3fa355e6e4f43acdd903e64ee17a8717411f45652a05d61512db,Avril Lavigne - Bite Me (Official Video),USAT22107181
302,Immigrant Song - Remaster,Led Zeppelin,1970,https://www.youtube.com/watch?v=RlNhD0oS5pk,7aa67a0bff06ba6f2fccc471849c64eab225132094c33cfc21a0e905dbd6a220,Led Zeppelin - Immigrant Song (Live 1972) (Official Video),USAT21300934
303,House of the Rising Sun,The Animals,1964,https://www.youtube.com/watch?v=2JUO8oKzups,1bf7d92e2a69ea115f1cea096068b792f716bbe4fc62fa48565799eb4106435b,The Animals   House of the Rising Sun 1964 Offical Music Video,GBAYE6400209
304,London Calling,The Clash,1979,https://www.youtube.com/watch?v=EfK-WX2pa8c,d83791298af14fead08e4a5b58e6fe047e7bd9aafd666f8b4d277fedf4f8c1c3,The Clash - London Calling (Official Video),GBBBN7902002
305,Fox On The Run,Sweet,1974,https://www.youtube.com/watch?v=eE9tV1WGTgE,9d40e199b853189adf33a7fa785be98560b6f5bea24cab087e3b3d04f4ef16ee,Lenka - Everything At Once (Official Video),USA371080587
306,I Wanna Be Sedated,Ramones,1978,https://www.youtube.com/watch?v=bm51ihfi1p4,b8a045e1d6e763fe4ae0a14057e768c40e1076364870addcd4bbeb86e516990b,Ramones - I Wanna Be Sedated (Official Music Video),USRH11802019
307,Highway Star,Deep Purple,1972,https://www.youtube.com/watch?v=AqEW53Ui2no,f96250e17532c9d2ab0b69353b750a6f1c51adcd78b55e3f57503060482d26e6,Deep Purple - Highway Star (Official Video),GBDXG0600146
308,Figure It Out,Royal Blood,2014,https://www.youtube.com/watch?v=jhgVu2lsi_k,504f987641badd6e5336e1a698da8a0056e36a27d3df163ad27b6d05f2d9950e,Royal Blood - Figure It Out (Official Video),GBAHT1400222
